caldt,vwretd,ewretd
1973/09/05,0.001336,0.004223
1973/09/06,0.004969,0.008578
1973/09/07,-0.003707,0.000881
1973/09/10,-0.008460,-0.003215
1973/09/11,-0.005947,-0.007063
1973/09/12,-0.001512,-0.002176
1973/09/13,0.003147,0.001235
1973/09/14,0.010663,0.007324
1973/09/17,-0.002715,0.005364
1973/09/18,-0.003615,0.002531
1973/09/19,0.020565,0.019195
1973/09/20,0.008384,0.013026
1973/09/21,0.004110,0.008894
1973/09/24,0.001593,0.008704
1973/09/25,0.006390,0.006657
1973/09/26,0.007245,0.011096
1973/09/27,0.002630,0.002500
1973/09/28,-0.006108,-0.003925
1973/10/01,-0.001963,0.004918
1973/10/02,0.005562,0.010609
1973/10/03,-0.000134,0.007898
1973/10/04,-0.003396,-0.002073
1973/10/05,0.013440,0.009324
1973/10/08,0.003532,0.006408
1973/10/09,-0.000783,-0.000964
1973/10/10,-0.012066,-0.014774
1973/10/11,0.017030,0.016277
1973/10/12,0.003202,0.004691
1973/10/15,-0.012347,-0.011797
1973/10/16,0.001206,-0.002504
1973/10/17,-0.002164,-0.002789
1973/10/18,0.000331,-0.002021
1973/10/19,0.002077,0.002136
1973/10/22,-0.009786,-0.011203
1973/10/23,0.005573,0.001241
1973/10/24,0.004675,0.001329
1973/10/25,0.002266,0.000093
1973/10/26,0.008043,0.009282
1973/10/29,-0.001834,-0.001657
1973/10/30,-0.015972,-0.013210
1973/10/31,-0.009362,-0.009588
1973/11/01,-0.005313,-0.010273
1973/11/02,-0.004650,-0.007012
1973/11/05,-0.014125,-0.016210
1973/11/06,-0.005295,-0.008187
1973/11/07,0.008199,0.006836
1973/11/08,0.011718,0.011116
1973/11/09,-0.014971,-0.013768
1973/11/12,-0.007875,-0.019592
1973/11/13,-0.000487,-0.012063
1973/11/14,-0.018257,-0.020838
1973/11/15,-0.000164,0.000043
1973/11/16,0.014599,0.012294
1973/11/19,-0.030490,-0.031634
1973/11/20,-0.020180,-0.029038
1973/11/21,0.011528,0.012471
1973/11/23,-0.002162,0.002296
1973/11/26,-0.028013,-0.034057
1973/11/27,-0.008736,-0.007974
1973/11/28,0.020333,0.021137
1973/11/29,-0.003292,-0.003076
1973/11/30,-0.013799,-0.014800
1973/12/03,-0.021112,-0.024897
1973/12/04,-0.003306,-0.005140
1973/12/05,-0.015358,-0.021869
1973/12/06,0.024698,0.019533
1973/12/07,0.022346,0.032685
1973/12/10,0.015037,0.016047
1973/12/11,-0.019426,-0.015794
1973/12/12,-0.025862,-0.027414
1973/12/13,-0.012730,-0.016681
1973/12/14,0.010055,0.012296
1973/12/17,-0.005801,-0.005341
1973/12/18,0.021496,0.014407
1973/12/19,0.000799,-0.000202
1973/12/20,-0.003016,-0.000959
1973/12/21,-0.010902,-0.007715
1973/12/24,-0.006754,0.001635
1973/12/26,0.031023,0.021428
1973/12/27,0.020958,0.020240
1973/12/28,-0.001711,-0.003539
1973/12/31,0.000066,0.006663
1974/01/02,0.001622,0.013609
1974/01/03,0.021486,0.037258
1974/01/04,-0.008896,0.006823
1974/01/07,-0.008302,0.002530
1974/01/08,-0.019916,-0.016664
1974/01/09,-0.028119,-0.026042
1974/01/10,-0.011050,-0.011122
1974/01/11,0.013950,0.012921
1974/01/14,-0.002472,0.002326
1974/01/15,0.008895,0.005070
1974/01/16,0.015429,0.012186
1974/01/17,0.017050,0.017600
1974/01/18,-0.017944,-0.012344
1974/01/21,-0.001386,-0.004212
1974/01/22,0.012137,0.009716
1974/01/23,0.005218,0.009311
1974/01/24,-0.002522,0.001319
1974/01/25,-0.002016,0.002160
1974/01/28,-0.005379,-0.002091
1974/01/29,-0.000406,-0.001753
1974/01/30,0.011167,0.011439
1974/01/31,-0.005029,-0.001167
1974/02/01,-0.012942,-0.012079
1974/02/04,-0.020081,-0.021193
1974/02/05,-0.003096,-0.003942
1974/02/06,0.003393,0.003969
1974/02/07,0.001005,0.004483
1974/02/08,-0.010007,-0.007595
1974/02/11,-0.017987,-0.013278
1974/02/12,0.003074,0.002713
1974/02/13,0.000561,0.000360
1974/02/14,-0.000304,0.003321
1974/02/15,0.015025,0.011441
1974/02/19,-0.001466,-0.000407
1974/02/20,0.014626,0.010143
1974/02/21,0.014555,0.012638
1974/02/22,0.007270,0.009560
1974/02/25,-0.003412,0.001307
1974/02/26,0.010408,0.012154
1974/02/27,0.004410,0.004916
1974/02/28,-0.001913,-0.000953
1974/03/01,-0.007112,-0.003382
1974/03/04,0.000302,-0.000605
1974/03/05,0.019017,0.016283
1974/03/06,0.006775,0.007746
1974/03/07,-0.010629,-0.006299
1974/03/08,0.008925,0.008216
1974/03/11,0.011427,0.009872
1974/03/12,0.002862,0.002439
1974/03/13,0.005902,0.003956
1974/03/14,-0.000736,0.000484
1974/03/15,-0.003721,-0.003212
1974/03/18,-0.012910,-0.011444
1974/03/19,-0.008342,-0.006890
1974/03/20,0.003652,0.002740
1974/03/21,-0.001961,-0.002409
1974/03/22,-0.000750,-0.003043
1974/03/25,0.004088,-0.000698
1974/03/26,0.003165,0.002076
1974/03/27,-0.014061,-0.010136
1974/03/28,-0.018395,-0.019448
1974/03/29,-0.008739,-0.005210
1974/04/01,-0.007543,-0.003655
1974/04/02,0.000944,-0.000561
1974/04/03,0.010585,0.006086
1974/04/04,0.000067,-0.001056
1974/04/05,-0.013973,-0.012067
1974/04/08,-0.010388,-0.011559
1974/04/09,0.006436,0.004594
1974/04/10,-0.002258,0.000151
1974/04/11,-0.003029,-0.001562
1974/04/15,-0.000640,-0.000530
1974/04/16,0.017622,0.014887
1974/04/17,0.007298,0.006973
1974/04/18,0.004534,0.004097
1974/04/19,-0.010963,-0.009115
1974/04/22,-0.003952,-0.005382
1974/04/23,-0.016762,-0.021123
1974/04/24,-0.016380,-0.018748
1974/04/25,-0.008113,-0.012884
1974/04/26,0.006888,0.005575
1974/04/29,-0.001580,-0.000912
1974/04/30,0.003862,0.002806
1974/05/01,0.021602,0.018418
1974/05/02,-0.000948,0.000544
1974/05/03,-0.008680,-0.008125
1974/05/06,-0.000521,-0.003049
1974/05/07,0.003822,-0.000430
1974/05/08,0.002909,-0.000971
1974/05/09,0.014620,0.008191
1974/05/10,-0.015696,-0.012079
1974/05/13,-0.008544,-0.009335
1974/05/14,0.000617,-0.003198
1974/05/15,-0.002380,-0.004526
1974/05/16,-0.008098,-0.004525
1974/05/17,-0.016787,-0.016884
1974/05/20,-0.003770,-0.004924
1974/05/21,0.000768,-0.004832
1974/05/22,-0.009101,-0.012300
1974/05/23,0.002372,-0.003957
1974/05/24,0.016295,0.014397
1974/05/28,-0.002159,-0.000035
1974/05/29,-0.016814,-0.016648
1974/05/30,0.006406,0.005214
1974/05/31,-0.001710,-0.002076
1974/06/03,0.021235,0.019152
1974/06/04,0.011976,0.016759
1974/06/05,0.001812,0.005123
1974/06/06,0.018494,0.013529
1974/06/07,0.006370,0.008661
1974/06/10,0.006304,0.005104
1974/06/11,-0.008825,-0.009068
1974/06/12,-0.002350,-0.007515
1974/06/13,0.002854,0.001457
1974/06/14,-0.011066,-0.010216
1974/06/17,-0.013632,-0.013057
1974/06/18,-0.006602,-0.008157
1974/06/19,-0.006670,-0.007080
1974/06/20,-0.006955,-0.007991
1974/06/21,-0.008550,-0.008731
1974/06/24,0.002882,-0.000747
1974/06/25,0.014713,0.010936
1974/06/26,-0.015654,-0.011922
1974/06/27,-0.014541,-0.016816
1974/06/28,-0.003605,-0.005629
1974/07/01,0.000360,-0.001034
1974/07/02,-0.020147,-0.017264
1974/07/03,-0.000492,-0.002117
1974/07/05,-0.006833,-0.004714
1974/07/08,-0.030751,-0.031150
1974/07/09,0.004891,0.001606
1974/07/10,-0.018464,-0.014781
1974/07/11,-0.001415,-0.000237
1974/07/12,0.040839,0.038447
1974/07/15,0.007819,0.011613
1974/07/16,-0.011657,-0.008872
1974/07/17,0.010968,0.009554
1974/07/18,0.000954,0.005929
1974/07/19,-0.002926,-0.001247
1974/07/22,0.003393,0.001255
1974/07/23,0.010000,0.014360
1974/07/24,0.003907,0.004855
1974/07/25,-0.011903,-0.003402
1974/07/26,-0.018771,-0.013396
1974/07/29,-0.017419,-0.017027
1974/07/30,-0.005158,-0.007000
1974/07/31,-0.014576,-0.009990
1974/08/01,-0.006576,-0.005564
1974/08/02,-0.001914,-0.002011
1974/08/05,0.010040,0.007483
1974/08/06,0.016358,0.013071
1974/08/07,0.026724,0.024583
1974/08/08,-0.012573,-0.003254
1974/08/09,-0.008193,-0.003701
1974/08/12,-0.013404,-0.007624
1974/08/13,-0.015670,-0.016012
1974/08/14,-0.022069,-0.020337
1974/08/15,-0.005385,-0.005891
1974/08/16,-0.007897,-0.004763
1974/08/19,-0.013992,-0.017297
1974/08/20,0.005027,0.004865
1974/08/21,-0.019180,-0.012211
1974/08/22,-0.009390,-0.012110
1974/08/23,-0.016066,-0.014863
1974/08/26,0.009061,0.001356
1974/08/27,-0.016116,-0.016690
1974/08/28,-0.002591,-0.007140
1974/08/29,-0.010795,-0.018473
1974/08/30,0.031171,0.026743
1974/09/03,-0.022666,-0.014415
1974/09/04,-0.025677,-0.026711
1974/09/05,0.032149,0.023297
1974/09/06,0.007591,0.014024
1974/09/09,-0.023677,-0.019470
1974/09/10,-0.006518,-0.009518
1974/09/11,-0.010063,-0.011598
1974/09/12,-0.026799,-0.027893
1974/09/13,-0.022625,-0.020239
1974/09/16,0.016577,0.009885
1974/09/17,0.017471,0.022276
1974/09/18,0.004760,0.001186
1974/09/19,0.035148,0.037365
1974/09/20,0.000724,0.010521
1974/09/23,-0.010399,-0.001173
1974/09/24,-0.020100,-0.015841
1974/09/25,-0.006005,0.004095
1974/09/26,-0.016530,-0.014386
1974/09/27,-0.023107,-0.015333
1974/09/30,-0.021476,-0.022784
1974/10/01,-0.002417,-0.001598
1974/10/02,-0.000110,0.007212
1974/10/03,-0.017206,-0.012331
1974/10/04,0.001226,0.004823
1974/10/07,0.041883,0.038551
1974/10/08,-0.001601,0.004570
1974/10/09,0.046265,0.033301
1974/10/10,0.029047,0.027992
1974/10/11,0.019666,0.015829
1974/10/14,0.022458,0.021848
1974/10/15,-0.017864,-0.017830
1974/10/16,-0.015750,-0.012526
1974/10/17,0.012291,0.005092
1974/10/18,0.015658,0.011693
1974/10/21,0.017256,0.008408
1974/10/22,-0.005147,-0.000521
1974/10/23,-0.028915,-0.020841
1974/10/24,-0.011363,-0.015230
1974/10/25,-0.001331,0.001049
1974/10/28,0.000195,-0.002636
1974/10/29,0.039859,0.021840
1974/10/30,0.021095,0.014081
1974/10/31,-0.005526,0.000185
1974/11/01,0.000585,0.000670
1974/11/04,-0.009562,-0.008724
1974/11/05,0.027715,0.020141
1974/11/06,-0.004079,0.002110
1974/11/07,0.006645,0.007803
1974/11/08,-0.003488,0.001253
1974/11/11,0.003258,0.005301
1974/11/12,-0.019488,-0.015407
1974/11/13,-0.004182,-0.004289
1974/11/14,-0.004015,-0.001213
1974/11/15,-0.015988,-0.008873
1974/11/18,-0.036182,-0.034201
1974/11/19,-0.015278,-0.016406
1974/11/20,-0.004098,-0.004945
1974/11/21,0.004251,0.001972
1974/11/22,0.011170,0.010945
1974/11/25,0.000701,-0.004388
1974/11/26,0.009432,0.007928
1974/11/27,0.006716,0.005983
1974/11/29,0.000629,-0.002161
1974/12/02,-0.026553,-0.022023
1974/12/03,-0.013811,-0.016507
1974/12/04,0.003572,0.000239
1974/12/05,-0.019134,-0.016092
1974/12/06,-0.017209,-0.018638
1974/12/09,0.009394,-0.000455
1974/12/10,0.026004,0.018854
1974/12/11,0.006289,0.005585
1974/12/12,-0.003256,-0.005622
1974/12/13,-0.005404,-0.003505
1974/12/16,-0.008929,-0.008307
1974/12/17,0.016824,0.005636
1974/12/18,0.004652,0.005346
1974/12/19,-0.003644,-0.001076
1974/12/20,-0.010726,-0.009683
1974/12/23,-0.014274,-0.014025
1974/12/24,0.014224,0.012944
1974/12/26,0.008661,0.009431
1974/12/27,-0.004346,0.000050
1974/12/30,0.000377,-0.000861
1974/12/31,0.021130,0.029758
1975/01/02,0.024566,0.040714
1975/01/03,0.006838,0.016148
1975/01/06,0.005172,0.022643
1975/01/07,-0.000676,0.009142
1975/01/08,-0.013971,-0.006494
1975/01/09,0.016439,0.013627
1975/01/10,0.020269,0.027751
1975/01/13,-0.004171,0.007614
1975/01/14,-0.008568,-0.008083
1975/01/15,0.006675,0.005588
1975/01/16,-0.001449,0.003325
1975/01/17,-0.015103,-0.009915
1975/01/20,0.001739,-0.000435
1975/01/21,-0.005374,-0.000594
1975/01/22,0.014762,0.009759
1975/01/23,0.004639,0.007443
1975/01/24,0.012382,0.016057
1975/01/27,0.035144,0.036027
1975/01/28,0.003238,0.004153
1975/01/29,0.016023,0.013204
1975/01/30,-0.013724,-0.009364
1975/01/31,0.010152,0.012946
1975/02/03,0.012363,0.014319
1975/02/04,-0.002135,-0.006820
1975/02/05,0.018139,0.010960
1975/02/06,-0.003788,0.002290
1975/02/07,0.001305,-0.002609
1975/02/10,-0.003305,-0.003029
1975/02/11,0.002843,-0.000303
1975/02/12,0.017193,0.014755
1975/02/13,0.013544,0.013682
1975/02/14,0.006699,0.002151
1975/02/18,-0.006837,-0.001001
1975/02/19,0.006435,0.002020
1975/02/20,0.009780,0.006248
1975/02/21,0.005947,0.005309
1975/02/24,-0.014078,-0.011959
1975/02/25,-0.023115,-0.023881
1975/02/26,0.010385,0.009442
1975/02/27,0.004993,0.007257
1975/02/28,0.010014,0.009980
1975/03/03,0.017832,0.021049
1975/03/04,0.007010,0.009198
1975/03/05,-0.007904,-0.006050
1975/03/06,0.009538,0.012703
1975/03/07,0.007054,0.013345
1975/03/10,0.008003,0.013939
1975/03/11,-0.006571,-0.000827
1975/03/12,-0.009336,-0.006282
1975/03/13,0.001852,0.001219
1975/03/14,0.012282,0.017213
1975/03/17,0.015345,0.017543
1975/03/18,-0.010294,-0.011434
1975/03/19,-0.009248,-0.007615
1975/03/20,-0.008842,-0.005256
1975/03/21,-0.002558,-0.003756
1975/03/24,-0.023246,-0.024772
1975/03/25,0.007959,0.005217
1975/03/26,0.018613,0.020894
1975/03/27,0.003110,0.005545
1975/03/31,-0.005763,-0.002307
1975/04/01,-0.008785,-0.010124
1975/04/02,-0.002619,-0.002203
1975/04/03,-0.011186,-0.005846
1975/04/04,-0.007365,-0.004825
1975/04/07,-0.006512,-0.009367
1975/04/08,0.007898,0.003550
1975/04/09,0.023101,0.016718
1975/04/10,0.011278,0.011459
1975/04/11,0.004899,0.008198
1975/04/14,0.017173,0.014486
1975/04/15,0.008283,0.006695
1975/04/16,0.003467,0.004880
1975/04/17,0.007365,0.008791
1975/04/18,-0.010865,-0.005409
1975/04/21,0.010883,0.012660
1975/04/22,-0.001585,-0.000746
1975/04/23,-0.011159,-0.012174
1975/04/24,-0.000771,0.000627
1975/04/25,0.006864,0.006250
1975/04/28,-0.004159,-0.002380
1975/04/29,-0.006507,-0.009633
1975/04/30,0.019835,0.011413
1975/05/01,0.009412,0.006496
1975/05/02,0.012837,0.010908
1975/05/05,0.010372,0.008542
1975/05/06,-0.015164,-0.010910
1975/05/07,0.005025,0.003792
1975/05/08,0.005968,0.010319
1975/05/09,0.011501,0.013899
1975/05/12,0.001206,0.001185
1975/05/13,0.010838,0.007668
1975/05/14,0.007794,0.006364
1975/05/15,-0.009400,-0.004813
1975/05/16,-0.010739,-0.006597
1975/05/19,0.001415,0.001311
1975/05/20,-0.005088,-0.002579
1975/05/21,-0.011121,-0.012884
1975/05/22,0.004242,0.004023
1975/05/23,0.013902,0.010884
1975/05/27,-0.001280,0.002791
1975/05/28,-0.007079,-0.005546
1975/05/29,-0.000157,-0.000892
1975/05/30,0.016470,0.015405
1975/06/02,0.016065,0.016037
1975/06/03,0.003411,0.006333
1975/06/04,-0.002863,0.001120
1975/06/05,0.000968,0.000924
1975/06/06,-0.002326,-0.002104
1975/06/09,-0.013468,-0.010684
1975/06/10,-0.008195,-0.009217
1975/06/11,0.001199,0.000894
1975/06/12,-0.005292,-0.003832
1975/06/13,0.004741,0.004743
1975/06/16,0.010453,0.008225
1975/06/17,-0.009396,-0.006158
1975/06/18,-0.002039,-0.002034
1975/06/19,0.018317,0.015336
1975/06/20,0.006371,0.009222
1975/06/23,0.011102,0.008681
1975/06/24,0.006278,0.006851
1975/06/25,0.004561,0.005304
1975/06/26,0.001810,0.004046
1975/06/27,0.000056,0.004482
1975/06/30,0.004189,0.006397
1975/07/01,-0.003597,-0.003104
1975/07/02,-0.007058,-0.008323
1975/07/03,0.002090,0.004508
1975/07/07,-0.008546,-0.005822
1975/07/08,-0.001550,-0.001364
1975/07/09,0.015023,0.017235
1975/07/10,-0.000027,0.004663
1975/07/11,-0.001565,0.001638
1975/07/14,0.005867,0.006318
1975/07/15,0.004560,0.007464
1975/07/16,-0.010385,-0.007402
1975/07/17,-0.010311,-0.006449
1975/07/18,-0.004673,-0.003235
1975/07/21,-0.008018,-0.007048
1975/07/22,-0.010743,-0.013321
1975/07/23,-0.013838,-0.015829
1975/07/24,-0.001146,-0.007125
1975/07/25,-0.008600,-0.007934
1975/07/28,-0.006331,-0.009449
1975/07/29,-0.005354,-0.007933
1975/07/30,0.007745,0.005977
1975/07/31,-0.000695,0.002564
1975/08/01,-0.008509,-0.008646
1975/08/04,-0.008951,-0.011406
1975/08/05,-0.010406,-0.013613
1975/08/06,0.000898,-0.001663
1975/08/07,0.001090,0.000378
1975/08/08,-0.002976,-0.004247
1975/08/11,0.006904,-0.000413
1975/08/12,0.006645,0.010270
1975/08/13,-0.013354,-0.009702
1975/08/14,-0.004326,-0.007119
1975/08/15,0.008953,0.006722
1975/08/18,-0.001542,-0.000401
1975/08/19,-0.014631,-0.015041
1975/08/20,-0.020339,-0.020392
1975/08/21,-0.001586,-0.004042
1975/08/22,0.015650,0.015100
1975/08/25,0.009719,0.010282
1975/08/26,-0.012668,-0.008797
1975/08/27,0.005765,0.002675
1975/08/28,0.023527,0.025619
1975/08/29,0.005751,0.010092
1975/09/02,-0.016089,-0.014558
1975/09/03,0.006535,0.003648
1975/09/04,0.002198,0.004773
1975/09/05,-0.006766,-0.005576
1975/09/08,0.003478,0.001238
1975/09/09,-0.014960,-0.010934
1975/09/10,-0.009451,-0.013838
1975/09/11,-0.004060,-0.002903
1975/09/12,-0.001903,-0.000764
1975/09/15,-0.004671,-0.007807
1975/09/16,-0.009414,-0.010374
1975/09/17,0.003573,0.000063
1975/09/18,0.020565,0.016331
1975/09/19,0.021833,0.024367
1975/09/22,-0.009475,-0.006130
1975/09/23,-0.001205,-0.004291
1975/09/24,0.009719,0.011954
1975/09/25,-0.001097,-0.002343
1975/09/26,0.006503,0.004524
1975/09/29,-0.013395,-0.007824
1975/09/30,-0.013621,-0.013640
1975/10/01,-0.011262,-0.010701
1975/10/02,0.010872,0.004482
1975/10/03,0.025646,0.018762
1975/10/06,0.011073,0.009597
1975/10/07,-0.001248,-0.002740
1975/10/08,0.013632,0.008619
1975/10/09,0.004843,0.003612
1975/10/10,-0.001766,0.000359
1975/10/13,0.014346,0.011754
1975/10/14,-0.001978,0.001311
1975/10/15,-0.000641,-0.001575
1975/10/16,0.001528,0.003905
1975/10/17,-0.005621,-0.006221
1975/10/20,0.011097,0.005568
1975/10/21,0.008296,0.010411
1975/10/22,0.001687,0.000583
1975/10/23,0.005836,0.007120
1975/10/24,-0.015548,-0.007276
1975/10/27,-0.000750,-0.001119
1975/10/28,0.009100,0.006551
1975/10/29,-0.012262,-0.011990
1975/10/30,-0.000863,-0.001638
1975/10/31,-0.002250,-0.001671
1975/11/03,-0.010193,-0.008618
1975/11/04,0.004823,0.003280
1975/11/05,0.008397,0.009562
1975/11/06,0.005050,0.005788
1975/11/07,-0.001988,-0.003896
1975/11/10,0.000228,-0.002550
1975/11/11,0.006014,0.004198
1975/11/12,0.014824,0.013819
1975/11/13,-0.001664,0.002091
1975/11/14,-0.000773,0.000108
1975/11/17,0.006118,0.005073
1975/11/18,-0.004928,-0.002819
1975/11/19,-0.011072,-0.010116
1975/11/20,-0.003904,-0.001454
1975/11/21,-0.001043,-0.000216
1975/11/24,0.003546,0.002920
1975/11/25,0.011217,0.009787
1975/11/26,0.002582,0.004959
1975/11/28,0.003123,0.004553
1975/12/01,-0.006109,-0.005386
1975/12/02,-0.014772,-0.017822
1975/12/03,-0.019416,-0.022009
1975/12/04,0.002906,0.001532
1975/12/05,-0.011743,-0.005850
1975/12/08,0.002907,-0.003021
1975/12/09,0.002941,-0.000971
1975/12/10,0.009214,0.007886
1975/12/11,-0.002951,-0.000022
1975/12/12,0.000169,-0.000759
1975/12/15,0.003225,0.000976
1975/12/16,0.009717,0.009092
1975/12/17,0.002403,0.005982
1975/12/18,0.002986,0.004701
1975/12/19,-0.007119,-0.002921
1975/12/22,-0.007496,-0.007688
1975/12/23,0.006722,0.006021
1975/12/24,0.008237,0.012125
1975/12/26,0.009038,0.010597
1975/12/29,-0.001476,0.000147
1975/12/30,-0.003961,-0.002993
1975/12/31,0.004688,0.010317
1976/01/02,0.007784,0.010943
1976/01/05,0.018647,0.022772
1976/01/06,0.010391,0.015288
1976/01/07,0.004768,0.004840
1976/01/08,0.006872,0.005738
1976/01/09,0.003944,0.006274
1976/01/12,0.014484,0.015928
1976/01/13,-0.007862,-0.007641
1976/01/14,0.016537,0.020472
1976/01/15,-0.005314,-0.002134
1976/01/16,0.004003,0.006031
1976/01/19,0.013960,0.014501
1976/01/20,0.005694,0.006116
1976/01/21,-0.006283,-0.002386
1976/01/22,-0.002017,0.000967
1976/01/23,0.012068,0.013142
