caldt,vwretd,ewretd
1979/03/13,0.001884,0.003709
1979/03/14,-0.001157,-0.000734
1979/03/15,0.001323,0.001952
1979/03/16,0.008317,0.006227
1979/03/19,0.003822,0.004477
1979/03/20,-0.005558,-0.005379
1979/03/21,0.007800,0.007477
1979/03/22,0.004207,0.005591
1979/03/23,-0.001073,0.002873
1979/03/26,-0.005088,-0.003885
1979/03/27,0.014986,0.012357
1979/03/28,-0.004251,-0.002750
1979/03/29,-0.001040,0.001166
1979/03/30,-0.004469,-0.001429
1979/04/02,-0.006393,-0.006542
1979/04/03,0.015073,0.013775
1979/04/04,0.002909,0.004333
1979/04/05,0.006131,0.004584
1979/04/06,-0.000690,0.000193
1979/04/09,-0.003155,-0.002773
1979/04/10,0.004475,0.005342
1979/04/11,-0.009744,-0.007046
1979/04/12,-0.002982,-0.000494
1979/04/16,-0.008271,-0.009531
1979/04/17,0.000889,0.001661
1979/04/18,0.004753,0.006179
1979/04/19,-0.004365,-0.003074
1979/04/20,-0.000243,-0.000978
1979/04/23,0.003563,0.001390
1979/04/24,0.005804,0.005129
1979/04/25,0.003395,0.003288
1979/04/26,-0.004788,-0.001990
1979/04/27,-0.002299,-0.001541
1979/04/30,0.000436,-0.000263
1979/05/01,-0.000118,-0.001873
1979/05/02,0.001057,-0.001225
1979/05/03,0.000736,0.000116
1979/05/04,-0.009845,-0.008524
1979/05/07,-0.016009,-0.019270
1979/05/08,0.002206,-0.001807
1979/05/09,0.002884,0.005821
1979/05/10,-0.009294,-0.008650
1979/05/11,0.000966,0.001058
1979/05/14,-0.004915,-0.004361
1979/05/15,0.001076,0.001990
1979/05/16,0.003334,0.004285
1979/05/17,0.015906,0.014228
1979/05/18,0.000072,0.001351
1979/05/21,0.002558,0.004756
1979/05/22,0.004986,0.004436
1979/05/23,-0.004834,-0.001664
1979/05/24,0.001310,0.002863
1979/05/25,0.002609,0.003519
1979/05/29,-0.001825,-0.001572
1979/05/30,-0.009493,-0.009813
1979/05/31,0.000064,0.002132
1979/06/01,0.000708,0.000945
1979/06/04,0.002416,0.001608
1979/06/05,0.013005,0.011124
1979/06/06,0.006667,0.006218
1979/06/07,0.005403,0.005998
1979/06/08,-0.002575,0.000100
1979/06/11,0.003770,0.001978
1979/06/12,0.009515,0.011659
1979/06/13,-0.005092,-0.000621
1979/06/14,-0.001740,-0.001677
1979/06/15,0.000173,0.002377
1979/06/18,-0.006150,-0.004026
1979/06/19,0.000874,0.001218
1979/06/20,0.000586,0.001356
1979/06/21,0.004541,0.003641
1979/06/22,0.005043,0.006384
1979/06/25,-0.005177,-0.005614
1979/06/26,-0.004313,-0.002908
1979/06/27,0.005697,0.004570
1979/06/28,0.005649,0.005185
1979/06/29,0.000789,0.001308
1979/07/02,-0.008787,-0.009189
1979/07/03,0.001094,0.002830
1979/07/05,0.003448,0.004067
1979/07/06,0.011404,0.010619
1979/07/09,0.008489,0.007966
1979/07/10,-0.002690,-0.002974
1979/07/11,-0.006049,-0.001450
1979/07/12,-0.008457,-0.005043
1979/07/13,-0.003717,-0.002508
1979/07/16,0.004558,0.004112
1979/07/17,-0.008657,-0.008152
1979/07/18,-0.001598,-0.004654
1979/07/19,-0.001068,0.001072
1979/07/20,0.002663,0.003482
1979/07/23,-0.002777,-0.002887
1979/07/24,0.003702,0.003969
1979/07/25,0.011311,0.010867
1979/07/26,0.000417,0.003352
1979/07/27,0.000530,0.001986
1979/07/30,0.001334,0.002572
1979/07/31,0.006790,0.007115
1979/08/01,0.003916,0.005703
1979/08/02,-0.000271,0.001691
1979/08/03,-0.000703,-0.000225
1979/08/06,0.003265,0.001676
1979/08/07,0.014061,0.011675
1979/08/08,0.003823,0.006960
1979/08/09,-0.004213,-0.001712
1979/08/10,0.009162,0.008149
1979/08/13,0.009735,0.010529
1979/08/14,0.001419,0.003146
1979/08/15,0.007245,0.006630
1979/08/16,-0.001690,0.001169
1979/08/17,0.002447,-0.000679
1979/08/20,0.005557,0.003258
1979/08/21,0.000278,0.001409
1979/08/22,0.001502,0.002602
1979/08/23,-0.003573,-0.001772
1979/08/24,0.000031,-0.000119
1979/08/27,0.006404,0.004870
1979/08/28,-0.000645,-0.000476
1979/08/29,-0.000271,0.000849
1979/08/30,-0.000070,0.000967
1979/08/31,0.003242,0.004416
1979/09/04,-0.016913,-0.015446
1979/09/05,-0.009537,-0.014163
1979/09/06,0.004090,0.005767
1979/09/07,0.007528,0.006970
1979/09/10,0.005545,0.005629
1979/09/11,-0.006289,-0.004935
1979/09/12,0.003357,0.005287
1979/09/13,0.000054,0.002189
1979/09/14,0.009241,0.007976
1979/09/17,-0.000004,-0.000855
1979/09/18,-0.006835,-0.007608
1979/09/19,0.002914,0.001616
1979/09/20,0.021265,0.012088
1979/09/21,-0.001185,0.002743
1979/09/24,-0.008043,-0.006209
1979/09/25,0.001131,-0.000322
1979/09/26,0.002114,0.003420
1979/09/27,0.001906,0.002058
1979/09/28,-0.008236,-0.005908
1979/10/01,-0.006513,-0.006617
1979/10/02,0.009267,0.006956
1979/10/03,0.000458,0.003050
1979/10/04,0.005595,0.005404
1979/10/05,0.009585,0.008026
1979/10/08,-0.011912,-0.014336
1979/10/09,-0.030545,-0.038866
1979/10/10,-0.011684,-0.023694
1979/10/11,-0.002726,0.002388
1979/10/12,-0.005155,-0.001912
1979/10/15,-0.010475,-0.014661
1979/10/16,-0.001934,-0.001140
1979/10/17,0.002476,0.003820
1979/10/18,0.001708,0.000152
1979/10/19,-0.020252,-0.022203
1979/10/22,-0.008507,-0.015094
1979/10/23,-0.003564,-0.003204
1979/10/24,0.001485,0.003366
1979/10/25,-0.003686,-0.001845
1979/10/26,0.005619,0.005554
1979/10/29,0.002073,0.001792
1979/10/30,0.019951,0.015133
1979/10/31,-0.007745,-0.004524
1979/11/01,0.008092,0.006004
1979/11/02,0.001260,0.002031
1979/11/05,-0.006590,-0.007513
1979/11/06,-0.006000,-0.006071
1979/11/07,-0.012032,-0.011753
1979/11/08,0.005379,0.006130
1979/11/09,0.012565,0.012492
1979/11/12,0.019878,0.015209
1979/11/13,-0.005354,-0.002378
1979/11/14,0.003796,0.005423
1979/11/15,0.007342,0.008099
1979/11/16,-0.002279,-0.002549
1979/11/19,0.004284,0.003281
1979/11/20,-0.005553,-0.002940
1979/11/21,0.002416,0.003302
1979/11/23,0.007676,0.006657
1979/11/26,0.022604,0.022834
1979/11/27,-0.003537,0.002208
1979/11/28,0.003777,0.004739
1979/11/29,0.000658,0.002880
1979/11/30,-0.005807,-0.004250
1979/12/03,-0.002813,-0.001855
1979/12/04,0.009160,0.007918
1979/12/05,0.004839,0.005408
1979/12/06,0.006807,0.007235
1979/12/07,-0.004840,0.000135
1979/12/10,0.002360,0.004084
1979/12/11,-0.002081,-0.001663
1979/12/12,0.000331,0.001932
1979/12/13,0.001820,0.002806
1979/12/14,0.011921,0.010569
1979/12/17,0.004320,0.004809
1979/12/18,-0.010066,-0.008030
1979/12/19,-0.000775,-0.000549
1979/12/20,0.000719,0.003864
1979/12/21,-0.006793,-0.003552
1979/12/24,0.001507,0.001701
1979/12/26,0.001205,0.001213
1979/12/27,0.001402,0.001548
1979/12/28,-0.000664,0.000822
1979/12/31,0.000122,0.001833
1980/01/02,-0.020016,-0.015926
1980/01/03,-0.004558,-0.008084
1980/01/04,0.012308,0.015401
1980/01/07,0.003118,0.003708
1980/01/08,0.021196,0.016529
1980/01/09,-0.000244,0.005886
1980/01/10,0.008331,0.008705
1980/01/11,0.000991,0.003851
1980/01/14,0.003513,0.005361
1980/01/15,0.007180,0.002888
1980/01/16,-0.000938,0.000310
1980/01/17,-0.003360,-0.002726
1980/01/18,0.003572,0.002588
1980/01/21,0.009701,0.007213
1980/01/22,-0.005548,-0.006357
1980/01/23,0.017748,0.009766
1980/01/24,0.001654,0.002789
1980/01/25,-0.000765,0.001357
1980/01/28,0.011111,0.006788
1980/01/29,-0.005980,-0.004930
1980/01/30,0.010413,0.008732
1980/01/31,-0.009091,-0.006053
1980/02/01,0.009060,0.005336
1980/02/04,-0.005178,-0.003424
1980/02/05,0.002725,0.001284
1980/02/06,0.011094,0.004495
1980/02/07,0.004464,0.003141
1980/02/08,0.014556,0.008798
1980/02/11,-0.007286,-0.005217
1980/02/12,0.007942,0.003724
1980/02/13,0.003401,0.003096
1980/02/14,-0.015085,-0.010551
1980/02/15,-0.009371,-0.009371
1980/02/19,-0.007096,-0.009817
1980/02/20,0.016789,0.008902
1980/02/21,-0.010964,-0.011506
1980/02/22,-0.001908,-0.008529
1980/02/25,-0.013361,-0.012817
1980/02/26,0.006659,-0.000420
1980/02/27,-0.014352,-0.008908
1980/02/28,0.000227,0.000192
1980/02/29,0.011372,0.009650
1980/03/03,-0.009853,-0.005752
1980/03/04,0.003319,-0.003689
1980/03/05,-0.014687,-0.015586
1980/03/06,-0.022095,-0.021298
1980/03/07,-0.016974,-0.012037
1980/03/10,-0.002588,-0.008847
1980/03/11,0.012512,0.012083
1980/03/12,-0.008435,-0.007103
1980/03/13,-0.011684,-0.006945
1980/03/14,-0.001878,-0.001150
1980/03/17,-0.029842,-0.027867
1980/03/18,0.018741,0.008068
1980/03/19,0.002137,0.005721
1980/03/20,-0.012312,-0.008507
1980/03/21,-0.006842,-0.007024
1980/03/24,-0.029782,-0.028608
1980/03/25,-0.000812,-0.005037
1980/03/26,-0.005208,-0.000900
1980/03/27,-0.003924,-0.027424
1980/03/28,0.025133,0.035033
1980/03/31,0.014728,0.019415
1980/04/01,0.000130,0.006231
1980/04/02,0.005748,0.006400
1980/04/03,-0.004981,-0.001225
1980/04/07,-0.019471,-0.016450
1980/04/08,0.010947,0.009276
1980/04/09,0.020337,0.012272
1980/04/10,0.007344,0.011661
1980/04/11,-0.003076,-0.000765
1980/04/14,-0.009335,-0.010862
1980/04/15,-0.001177,-0.003063
1980/04/16,-0.011765,-0.007843
1980/04/17,-0.004290,-0.005309
1980/04/18,-0.005098,-0.002361
1980/04/21,-0.007213,-0.010692
1980/04/22,0.036561,0.030819
1980/04/23,0.002606,0.005960
1980/04/24,0.007045,0.009317
1980/04/25,0.007916,0.002145
1980/04/28,0.004324,0.004954
1980/04/29,0.002754,0.002947
1980/04/30,0.003885,0.004386
1980/05/01,-0.007213,-0.004715
1980/05/02,0.001450,0.003925
1980/05/05,0.008683,0.009389
1980/05/06,-0.000154,0.004475
1980/05/07,0.009074,0.012599
1980/05/08,-0.008943,-0.003770
1980/05/09,-0.012950,-0.007913
1980/05/12,0.000978,0.002682
1980/05/13,0.013843,0.010756
1980/05/14,0.005543,0.010504
1980/05/15,0.000777,0.005331
1980/05/16,0.004352,0.002846
1980/05/19,0.003215,0.001357
1980/05/20,-0.000565,0.000147
1980/05/21,0.001289,0.000326
1980/05/22,0.012938,0.011967
1980/05/23,0.016973,0.014734
1980/05/27,0.006755,0.006483
1980/05/28,0.006867,0.003338
1980/05/29,-0.016801,-0.011726
1980/05/30,0.009082,0.007869
1980/06/02,-0.003407,-0.003125
1980/06/03,-0.002540,-0.002583
1980/06/04,0.019581,0.013532
1980/06/05,0.001189,0.003722
1980/06/06,0.003865,0.004486
1980/06/09,0.004510,0.002658
1980/06/10,0.009113,0.005612
1980/06/11,0.011948,0.005806
1980/06/12,-0.003375,-0.002481
1980/06/13,0.001615,0.005918
1980/06/16,0.002585,0.001759
1980/06/17,-0.000576,0.002397
1980/06/18,0.002061,-0.000920
1980/06/19,-0.014864,-0.010405
1980/06/20,-0.004572,-0.002652
1980/06/23,0.004504,0.004164
1980/06/24,0.005874,0.005844
1980/06/25,0.013702,0.011537
1980/06/26,-0.003975,-0.002293
1980/06/27,-0.001851,0.000610
1980/06/30,-0.015540,-0.010425
1980/07/01,0.006141,0.005044
1980/07/02,0.006510,0.007364
1980/07/03,0.015211,0.014805
1980/07/07,0.007218,0.008016
1980/07/08,-0.003462,0.000753
1980/07/09,0.001043,0.003575
1980/07/10,-0.008783,-0.004804
1980/07/11,0.007664,0.004993
1980/07/14,0.019151,0.016794
1980/07/15,-0.006188,-0.002507
1980/07/16,0.002451,0.003175
1980/07/17,0.016045,0.012053
1980/07/18,0.004036,0.006778
1980/07/21,0.003831,0.002678
1980/07/22,-0.002517,-0.000329
1980/07/23,-0.001928,-0.001846
1980/07/24,-0.001456,-0.000310
1980/07/25,-0.008206,-0.005720
1980/07/28,0.006344,0.002718
1980/07/29,0.008229,0.008851
1980/07/30,-0.000768,0.006954
1980/07/31,-0.004029,-0.001213
1980/08/01,-0.003211,0.000399
1980/08/04,-0.001546,-0.000337
1980/08/05,-0.001429,0.001410
1980/08/06,0.006886,0.007057
1980/08/07,0.016581,0.014696
1980/08/08,0.002104,0.003839
1980/08/11,0.010294,0.006757
1980/08/12,-0.008180,-0.006642
1980/08/13,-0.003977,-0.001592
1980/08/14,0.016197,0.012301
1980/08/15,0.003678,0.002927
1980/08/18,-0.018180,-0.016043
1980/08/19,-0.006168,-0.006387
1980/08/20,0.009735,0.008558
1980/08/21,0.014061,0.013567
1980/08/22,0.004432,0.006753
1980/08/25,-0.005617,-0.004615
1980/08/26,-0.002277,-0.000584
1980/08/27,-0.010860,-0.008655
1980/08/28,-0.011460,-0.010511
1980/08/29,0.003053,0.003363
1980/09/02,0.011418,0.010967
1980/09/03,0.019456,0.019468
1980/09/04,-0.005817,-0.001535
1980/09/05,-0.004110,-0.001765
1980/09/08,-0.012798,-0.007718
1980/09/09,0.006982,0.006395
1980/09/10,0.006345,0.007961
1980/09/11,0.006650,0.007117
1980/09/12,-0.000960,0.001691
1980/09/15,0.001049,0.002607
1980/09/16,0.009537,0.010761
1980/09/17,0.016938,0.013259
1980/09/18,-0.003899,-0.001952
1980/09/19,0.006615,0.007369
1980/09/22,0.009215,0.003957
1980/09/23,-0.007239,-0.010254
1980/09/24,0.007482,0.000169
1980/09/25,-0.012985,-0.010423
1980/09/26,-0.018743,-0.020151
1980/09/29,-0.021941,-0.022929
1980/09/30,0.015651,0.014653
1980/10/01,0.013939,0.004628
1980/10/02,0.007146,0.007576
1980/10/03,0.010128,0.010682
1980/10/06,0.018189,0.014615
1980/10/07,-0.005467,-0.002989
1980/10/08,0.005028,0.003630
1980/10/09,-0.004717,-0.001201
1980/10/10,-0.005546,-0.004521
1980/10/13,0.013262,0.006353
1980/10/14,-0.000265,0.002208
1980/10/15,0.013501,0.007220
1980/10/16,-0.012334,-0.009028
1980/10/17,-0.004765,-0.003741
1980/10/20,0.008375,0.002530
1980/10/21,-0.006239,-0.004931
1980/10/22,0.000581,0.001824
1980/10/23,-0.018175,-0.011805
1980/10/24,0.002809,0.001918
1980/10/27,-0.015076,-0.010123
1980/10/28,0.001419,-0.001594
1980/10/29,-0.000932,0.000394
1980/10/30,-0.013289,-0.011642
1980/10/31,0.011214,0.008526
1980/11/03,0.013636,0.006681
1980/11/05,0.019406,0.013383
1980/11/06,-0.018518,-0.017157
1980/11/07,0.003207,0.000352
1980/11/10,0.002718,0.001250
1980/11/11,0.013390,0.011538
1980/11/12,0.025655,0.019166
1980/11/13,0.014068,0.013046
1980/11/14,0.004926,0.005109
1980/11/17,0.004974,0.000262
1980/11/18,0.014502,0.010153
1980/11/19,-0.005184,-0.003535
1980/11/20,0.010526,0.007414
1980/11/21,-0.008498,-0.008211
1980/11/24,-0.004496,-0.006331
1980/11/25,0.007517,0.007113
1980/11/26,0.005629,0.001757
1980/11/28,0.002451,-0.000100
1980/12/01,-0.023454,-0.015787
1980/12/02,-0.000658,-0.001660
1980/12/03,-0.002170,0.001878
1980/12/04,-0.001412,0.004747
1980/12/05,-0.019476,-0.013432
1980/12/08,-0.023494,-0.025540
1980/12/09,-0.001110,-0.004537
1980/12/10,-0.016588,-0.014503
1980/12/11,-0.007019,-0.012893
1980/12/12,0.015125,0.012119
1980/12/15,0.001121,0.001593
1980/12/16,0.009838,0.002179
1980/12/17,0.017260,0.010842
1980/12/18,0.000484,0.006806
1980/12/19,0.005794,0.007477
1980/12/22,0.015145,0.015534
1980/12/23,-0.003415,0.003771
1980/12/24,0.004504,0.005356
1980/12/26,0.005316,0.005614
1980/12/29,-0.011090,-0.008806
1980/12/30,0.002500,0.001542
1980/12/31,0.003146,0.008443
1981/01/02,0.004645,0.006767
1981/01/05,0.011631,0.016130
1981/01/06,0.001732,0.005542
1981/01/07,-0.022299,-0.024096
1981/01/08,-0.014673,-0.009048
1981/01/09,0.003567,0.006184
1981/01/12,-0.000100,0.001716
1981/01/13,-0.001519,-0.004825
1981/01/14,0.001324,0.002800
1981/01/15,0.005244,0.003465
1981/01/16,0.004648,0.004134
1981/01/19,-0.002951,-0.000645
1981/01/20,-0.020614,-0.014844
1981/01/21,-0.002231,-0.003780
1981/01/22,-0.008085,-0.007144
1981/01/23,0.000147,0.001084
1981/01/26,-0.003470,-0.004121
1981/01/27,0.011213,0.007413
1981/01/28,-0.005970,-0.000932
1981/01/29,-0.000880,0.003889
1981/01/30,-0.004918,-0.000308
1981/02/02,-0.019400,-0.017969
1981/02/03,0.013638,0.010229
1981/02/04,0.001049,0.005337
1981/02/05,0.008967,0.009656
1981/02/06,0.008564,0.006735
1981/02/09,-0.009796,-0.004205
1981/02/10,-0.000474,-0.000029
1981/02/11,-0.007421,-0.004322
1981/02/12,-0.006127,-0.006085
1981/02/13,-0.002470,-0.003402
1981/02/17,0.006435,0.003261
1981/02/18,0.005352,0.004758
1981/02/19,-0.014476,-0.011024
1981/02/20,-0.000320,-0.002104
1981/02/23,0.006874,0.006066
1981/02/24,0.001403,0.003836
1981/02/25,0.009316,0.003850
1981/02/26,0.011859,0.013987
1981/02/27,0.008989,0.009966
1981/03/02,0.006444,0.007322
1981/03/03,-0.010522,-0.005526
1981/03/04,0.002485,0.004751
1981/03/05,-0.006679,-0.000389
1981/03/06,-0.000794,0.003283
1981/03/09,0.009919,0.008306
1981/03/10,-0.004380,-0.002309
1981/03/11,-0.003625,-0.001454
1981/03/12,0.025467,0.019310
1981/03/13,-0.001989,0.004518
1981/03/16,0.011912,0.012035
1981/03/17,-0.005384,-0.002390
1981/03/18,0.002131,0.005690
1981/03/19,-0.006358,0.001846
1981/03/20,0.005342,0.007725
1981/03/23,0.012209,0.006541
1981/03/24,-0.007729,-0.005992
1981/03/25,0.018266,0.014570
1981/03/26,-0.006035,-0.003456
1981/03/27,-0.011479,-0.008090
1981/03/30,-0.002240,-0.000585
1981/03/31,0.011865,0.014315
1981/04/01,0.004563,0.005383
1981/04/02,-0.001609,-0.000276
1981/04/03,-0.005600,-0.002901
1981/04/06,-0.011767,-0.011027
1981/04/07,-0.000505,0.001190
1981/04/08,0.003129,0.004041
1981/04/09,0.003350,0.006682
1981/04/10,-0.001223,0.003770
1981/04/13,-0.009938,-0.007668
1981/04/14,-0.003470,-0.004372
1981/04/15,0.010869,0.011319
1981/04/16,0.003728,0.004946
1981/04/20,0.006227,0.004360
1981/04/21,-0.009179,-0.004697
1981/04/22,-0.000579,0.000566
1981/04/23,-0.001299,0.002325
1981/04/24,0.008844,0.006981
1981/04/27,0.003527,0.001973
1981/04/28,-0.008522,-0.010215
1981/04/29,-0.009654,-0.009155
1981/04/30,-0.001088,-0.002025
1981/05/01,-0.001551,-0.003920
1981/05/04,-0.013702,-0.016173
1981/05/05,-0.002607,-0.005198
1981/05/06,0.004021,0.001818
1981/05/07,0.007843,0.006348
1981/05/08,0.000054,0.001874
1981/05/11,-0.014661,-0.011768
1981/05/12,0.008949,0.005555
1981/05/13,-0.001816,0.002986
1981/05/14,0.005668,0.006544
1981/05/15,0.007335,0.007680
1981/05/18,0.002780,0.002804
1981/05/19,-0.002811,-0.002192
1981/05/20,-0.000282,0.001949
1981/05/21,-0.001724,-0.000526
1981/05/22,-0.001445,0.001700
1981/05/26,0.011587,0.006917
1981/05/27,0.007022,0.009566
1981/05/28,-0.002205,0.002732
1981/05/29,-0.005323,-0.000416
1981/06/01,-0.001037,0.000681
1981/06/02,-0.013433,-0.011033
1981/06/03,0.000822,0.000351
1981/06/04,0.002173,0.000514
1981/06/05,0.010655,0.006403
1981/06/08,0.000017,0.000863
1981/06/09,-0.002045,-0.002474
1981/06/10,0.002859,0.003956
1981/06/11,0.011087,0.013365
1981/06/12,-0.001141,0.001876
1981/06/15,0.000469,0.002722
1981/06/16,-0.011134,-0.009335
1981/06/17,0.009285,0.002826
1981/06/18,-0.012934,-0.009288
1981/06/19,0.004640,0.001136
1981/06/22,-0.002557,-0.000381
1981/06/23,0.010730,0.009621
1981/06/24,-0.005078,-0.004874
1981/06/25,0.001624,-0.000243
1981/06/26,-0.002796,-0.002575
1981/06/29,-0.005667,-0.006538
1981/06/30,-0.005200,-0.005358
1981/07/01,-0.010331,-0.009107
1981/07/02,-0.008937,-0.008733
1981/07/06,-0.009245,-0.012668
1981/07/07,0.006381,0.001753
1981/07/08,0.000739,-0.000369
1981/07/09,0.007305,0.005457
1981/07/10,0.000219,0.002392
1981/07/13,0.002275,0.000916
1981/07/14,0.000664,-0.004186
1981/07/15,0.003671,0.006656
1981/07/16,0.001275,0.001829
1981/07/17,0.003512,0.003325
1981/07/20,-0.015410,-0.015171
1981/07/21,-0.003414,-0.005508
1981/07/22,-0.009238,-0.007685
1981/07/23,0.002399,-0.000613
1981/07/24,0.009227,0.007887
1981/07/27,0.010440,0.006492
1981/07/28,-0.005470,-0.004615
1981/07/29,0.000616,0.000244
1981/07/30,0.006288,0.006281
1981/07/31,0.007728,0.008185
1981/08/03,-0.002409,-0.002443
1981/08/04,0.006042,0.001774
1981/08/05,0.011345,0.007982
1981/08/06,0.000265,0.001966
1981/08/07,-0.005295,-0.005444
1981/08/10,0.006169,0.001156
1981/08/11,0.010384,0.006109
1981/08/12,-0.003792,0.000088
1981/08/13,0.000638,0.001655
1981/08/14,-0.007390,-0.005107
1981/08/17,-0.009542,-0.009212
1981/08/18,-0.008988,-0.009387
1981/08/19,0.003584,0.002356
1981/08/20,0.001759,0.001981
1981/08/21,-0.010708,-0.008021
1981/08/24,-0.028926,-0.025197
1981/08/25,-0.001507,-0.007398
1981/08/26,-0.000949,-0.000059
1981/08/27,-0.011368,-0.009657
1981/08/28,0.004669,0.003617
1981/08/31,-0.010460,-0.010239
1981/09/01,0.003023,-0.001656
1981/09/02,0.003452,0.003837
1981/09/03,-0.018255,-0.015750
1981/09/04,-0.009557,-0.008568
1981/09/08,-0.016618,-0.018164
1981/09/09,0.003037,0.005015
1981/09/10,0.015573,0.015345
1981/09/11,0.012456,0.011560
1981/09/14,-0.008583,-0.005526
1981/09/15,-0.006725,-0.004249
1981/09/16,-0.007082,-0.008934
1981/09/17,-0.014970,-0.014388
1981/09/18,-0.007181,-0.008303
1981/09/21,0.008599,0.007068
1981/09/22,-0.004609,-0.002977
1981/09/23,-0.009116,-0.012216
1981/09/24,-0.004623,-0.002546
1981/09/25,-0.019137,-0.023791
1981/09/28,0.024230,0.016981
1981/09/29,0.003594,0.012998
1981/09/30,0.002178,0.002707
1981/10/01,0.007569,0.004876
1981/10/02,0.020142,0.016982
1981/10/05,0.001417,0.004896
1981/10/06,-0.002882,-0.002068
1981/10/07,0.016472,0.017129
1981/10/08,0.008470,0.011420
1981/10/09,-0.006509,-0.001690
1981/10/12,-0.002389,-0.000521
1981/10/13,-0.003534,-0.002185
1981/10/14,-0.016613,-0.015153
1981/10/15,0.007236,0.005411
1981/10/16,-0.004195,-0.002030
1981/10/19,-0.001403,-0.002282
1981/10/20,0.010991,0.010232
1981/10/21,-0.001219,-0.000365
1981/10/22,-0.004364,-0.006258
1981/10/23,-0.008581,-0.006514
1981/10/26,-0.003784,-0.004692
1981/10/27,0.010117,0.010173
1981/10/28,0.001422,0.002653
1981/10/29,-0.003403,-0.003599
1981/10/30,0.025270,0.020044
1981/11/02,0.019052,0.017366
1981/11/03,0.004825,0.003742
1981/11/04,0.001090,0.001256
1981/11/05,-0.008634,-0.004275
1981/11/06,-0.006032,-0.004052
1981/11/09,0.004767,0.002226
1981/11/10,-0.004527,-0.001018
1981/11/11,0.002354,0.001357
1981/11/12,0.001731,0.004321
1981/11/13,-0.012461,-0.009639
1981/11/16,-0.011177,-0.014404
1981/11/17,0.008078,0.005766
1981/11/18,-0.006732,-0.002792
1981/11/19,0.003753,0.001867
1981/11/20,0.008666,0.007873
1981/11/23,-0.000089,-0.001746
1981/11/24,0.016827,0.012314
1981/11/25,0.004134,0.007708
1981/11/27,0.008348,0.007573
1981/11/30,0.010182,0.007772
1981/12/01,-0.000922,0.001146
1981/12/02,-0.011490,-0.007970
1981/12/03,0.004564,0.002840
1981/12/04,0.008015,0.007262
1981/12/07,-0.008095,-0.006825
1981/12/08,-0.003048,-0.003260
1981/12/09,0.005764,0.002347
1981/12/10,0.001667,0.001974
1981/12/11,-0.006413,-0.004315
1981/12/14,-0.016231,-0.015236
1981/12/15,0.001246,0.002466
1981/12/16,-0.004127,-0.002964
1981/12/17,0.005846,0.003996
1981/12/18,0.006813,0.008084
1981/12/21,-0.004427,-0.005319
1981/12/22,-0.003763,-0.002104
1981/12/23,-0.004552,-0.003850
1981/12/24,0.002027,0.002355
1981/12/28,-0.001984,-0.003531
1981/12/29,-0.004867,-0.004585
1981/12/30,0.005087,0.003945
1981/12/31,0.002130,0.004953
1982/01/04,0.002232,0.004484
1982/01/05,-0.021720,-0.017269
1982/01/06,-0.007206,-0.007310
1982/01/07,-0.002657,-0.001341
1982/01/08,0.005435,0.005976
1982/01/11,-0.023498,-0.025052
1982/01/12,-0.003562,-0.006538
1982/01/13,-0.012921,-0.012429
1982/01/14,0.006533,0.003390
1982/01/15,0.005813,0.005766
1982/01/18,0.008459,0.004839
1982/01/19,-0.010489,-0.008314
1982/01/20,-0.006316,-0.005134
1982/01/21,0.004315,0.001976
1982/01/22,-0.003604,-0.003980
1982/01/25,0.000563,-0.004660
1982/01/26,-0.001140,0.000479
1982/01/27,0.005016,0.004031
1982/01/28,0.027047,0.026840
1982/01/29,0.012485,0.014806
1982/02/01,-0.020543,-0.016136
1982/02/02,0.003084,0.004496
1982/02/03,-0.011544,-0.006451
1982/02/04,0.000099,-0.002053
1982/02/05,0.008615,0.010720
1982/02/08,-0.022172,-0.020309
1982/02/09,-0.007803,-0.009321
1982/02/10,0.008139,0.006501
1982/02/11,-0.001226,-0.000481
1982/02/12,-0.000495,-0.000505
1982/02/16,-0.002534,-0.005096
1982/02/17,-0.002807,-0.000720
1982/02/18,0.001573,0.000412
1982/02/19,-0.004057,-0.004031
1982/02/22,-0.013826,-0.008752
1982/02/23,0.000380,-0.000106
1982/02/24,0.017631,0.013180
1982/02/25,-0.002417,0.001747
1982/02/26,-0.001069,-0.001376
1982/03/01,0.002524,0.002528
1982/03/02,-0.005123,-0.000683
1982/03/03,-0.014852,-0.013322
1982/03/04,-0.010035,-0.012133
1982/03/05,-0.004368,-0.006544
1982/03/08,-0.016658,-0.016113
1982/03/09,0.012176,0.008195
1982/03/10,0.005876,0.004839
1982/03/11,-0.000702,-0.002679
1982/03/12,-0.007072,-0.008571
1982/03/15,0.008174,0.003836
1982/03/16,-0.001778,0.001261
1982/03/17,-0.001671,0.000650
1982/03/18,0.011527,0.011449
1982/03/19,0.002344,0.005655
1982/03/22,0.020175,0.020286
1982/03/23,0.006390,0.005695
1982/03/24,-0.004887,-0.002963
1982/03/25,0.002678,0.004240
1982/03/26,-0.010908,-0.008263
1982/03/29,0.002433,0.001314
1982/03/30,0.000572,0.000582
1982/03/31,-0.002752,-0.000423
1982/04/01,0.016158,0.015238
1982/04/02,0.011907,0.009683
1982/04/05,-0.003744,-0.001062
1982/04/06,0.005729,0.002077
1982/04/07,0.000847,0.003032
1982/04/08,0.006759,0.006991
1982/04/12,-0.001952,-0.000968
1982/04/13,0.000054,0.002909
1982/04/14,-0.000922,-0.002821
1982/04/15,0.004318,0.003657
